coherence,requires_running_space,friendly_with_children,friendly_with_other_pets,is_calm,is_energetic,inconsistencies,PetID
medium,1,0,0,0,1.0,Vaccination status unclear,e94f842c0
high,1,1,1,0,1.0,,1d8dd930a
medium,1,0,0,0,1.0,Secondary breed and vaccination status missing,0985e2dad
medium,1,0,1,0,1.0,Age mentioned as 6 weeks old in description but structured data shows age as 0 months,0633474d9
high,1,0,1,1,1.0,,33eaf34b3
medium,1,1,1,0,1.0,"Color mismatch: description says blue and greenish eyes, data shows brown",7942b62ef
high,1,1,1,0,1.0,,f056ab9fc
high,1,1,1,0,1.0,,df59dd59f
medium,1,0,0,1,1.0,Minor injury mentioned; no information on behavior,68d7d01d0
medium,1,0,0,0,1.0,Pet' s age and health not mentioned in tabular data,a819945dc
high,1,1,1,0,1.0,No inconsistencies found.,0be7a4adf
high,1,1,0,1,1.0,,8b2be8807
medium,1,1,1,0,1.0,Health status not mentioned in description,9c33e8db3
high,1,1,1,0,1.0,No inconsistencies found.,6adc3bf2f
high,1,0,0,0,1.0,,66a1d5bc4
high,1,0,0,0,1.0,,f4ae0ba7a
medium,1,0,0,0,1.0,,2c137b9a4
high,1,0,0,0,1.0,,d40e98a9b
medium,1,1,1,0,1.0,Vaccination status unclear,76c276834
high,1,0,0,0,1.0,Vaccination status not mentioned in description,8170c6b01
medium,1,0,0,0,1.0,Vaccination and neutering not mentioned in structured data,8e77d52ad
medium,1,0,0,0,1.0,"Primary breed is yellow, not blue-eyed",bdbe7091f
medium,1,1,1,0,1.0,No space for adoption mentioned in structured data,150257980
high,1,1,1,0,1.0,No inconsistencies found.,a00eaa0fb
high,1,1,1,0,1.0,,3ec367f79
high,1,0,0,1,1.0,,28f9f4ec4
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,2a9be9456
medium,1,0,0,0,1.0,Pet profile does not mention children or other pets.,19db3e21f
medium,1,0,0,0,1.0,Pet not sterilized or dewormed,d86d7a70e
medium,1,1,1,0,1.0,Pet is not vaccinated or sterilized.,976cd59b0
high,1,0,1,1,0.0,,004a26127
medium,1,0,0,1,0.0,Age and health details not provided in description,b6c338f94
medium,1,0,0,0,1.0,Primary breed not listed,fa21ddfa3
high,0,1,1,1,0.0,,4e6750363
medium,1,0,0,0,1.0,Pet profile suggests deworming and sterilization are needed.,7238228b5
medium,1,1,1,0,1.0,Pet not sterilized as per description.,8670bd551
medium,1,0,0,1,1.0,Health status not mentioned in tabular data,ffbc3eaaf
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,06cc44fad
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,5a17d8cea
medium,1,1,1,0,1.0,No deworming or sterilization data provided,fd3c1a3bb
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,2b0b80ef6
high,1,0,0,1,1.0,No inconsistencies found.,8dfc9cc69
high,1,0,0,0,1.0,No inconsistencies found.,b80a19455
medium,1,0,0,0,1.0,Pet not vaccinated or dewormed,d8be7f8b0
high,1,1,1,0,1.0,Vaccination status not mentioned in description.,0e80de8ac
high,1,0,0,0,1.0,,4a4fb4974
medium,0,0,0,1,0.0,Number of cats not mentioned in description,4a818af93
high,1,1,1,0,1.0,,5b59ef7ee
low,1,0,0,0,1.0,Color mismatch between description and data,ad002785c
high,1,1,1,0,1.0,,002230dea
high,1,0,0,0,1.0,No inconsistencies found.,ef638b9d9
high,1,0,0,0,1.0,No vaccination or deworming mentioned in description.,f5bcc82f8
high,1,1,1,0,1.0,No inconsistencies found.,1d7e844a7
medium,1,0,0,1,0.0,Pet' s preference for solitude not mentioned in structured data,67b1168ba
medium,1,0,0,0,1.0,Pet' s health status not mentioned in structured data,26428557f
medium,1,0,0,0,1.0,No vaccination or deworming information provided,b6cea4edc
medium,1,0,0,0,1.0,Description mentions lethargy; data shows healthy pet.,8b2d9c8f5
high,1,0,0,0,1.0,No inconsistencies found.,41e069381
high,1,1,1,1,1.0,,d1962ab4f
medium,1,0,0,0,1.0,Health issues mentioned but not in structured data,7e250a5f1
medium,1,0,0,0,1.0,Age not mentioned in description,0063f83c9
medium,1,0,0,0,1.0,Age not mentioned in description,29e2ac645
high,1,0,0,0,1.0,No deworming or sterilization mentioned in description.,d5124cdcc
high,1,1,1,0,1.0,No inconsistencies found.,0d6b8efdc
medium,1,0,0,0,1.0,Secondary breed and vaccination status missing,e5c42ae26
medium,1,0,0,0,1.0,Health status contradicts 'healthy' in tabular data.,93dc36260
medium,1,0,0,1,1.0,Health status not clear in tabular data,f29aeba4e
high,1,1,1,0,1.0,No inconsistencies found.,503a096e7
high,1,1,1,0,0.0,,1facdfb28
high,1,1,1,0,1.0,,206db8d8d
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,599d24d23
medium,1,0,0,0,1.0,Pet profile does not mention children or other pets.,1a0395c7f
medium,1,1,1,0,1.0,Deworming status unclear,4f1d86875
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,53cab4731
high,1,1,1,0,1.0,No inconsistencies found.,10eea956d
medium,1,0,0,0,1.0,Blue eye not mentioned in structured data,62b9cb163
high,1,Not specified in the data.,Not specified in the data.,0,1.0,,5bbc1017c
medium,1,0,0,0,1.0,No vaccination or deworming information provided,5e3994257
medium,1,0,0,0,1.0,Pet is not vaccinated or dewormed as per description.,4a93b3e4e
medium,1,0,0,0,1.0,Vaccination status unclear,382b4212b
medium,1,0,0,0,1.0,No deworming or sterilization information provided,991eba9f9
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,6ade0f2fe
medium,1,0,0,0,1.0,Pet is not sterilized or vaccinated.,239495f90
medium,0,0,0,1,0.0,"Age discrepancy (description says 10 years old, data shows 120 months)",8e2723a38
high,1,0,0,0,1.0,No inconsistencies found.,8f128d3ed
medium,1,0,0,0,1.0,Description mentions three dogs but data shows only one,497ef36aa
medium,1,0,0,0,1.0,Pet not sterilized yet as per data,af514b027
high,1,1,1,0,1.0,None found,5cba5c76a
high,1,1,1,0,1.0,,a2cf852c0
high,1,1,1,0,1.0,,8489f930c
medium,1,0,1,0,1.0,Age and vaccination status not mentioned in structured data,7026f3191
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,a16c6d55d
high,1,0,0,0,1.0,,7727b4dae
medium,1,0,0,0,1.0,Vaccination status not consistent with health description,cddbe627c
medium,1,0,0,0,1.0,Age in description is 1.5 months while structured data shows 1 month,dae13a47e
high,0,1,1,1,1.0,No inconsistencies found.,fe056693f
high,0,0,0,1,1.0,,61d4dc56b
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,1a91262f6
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,446748891
medium,1,0,1,0,1.0,Health status not clear in description,6bd434dc9
high,1,1,1,0,1.0,,3f834da3b
high,1,1,1,0,1.0,,f72d7a939
high,1,Not specified in the data.,Not specified in the data.,0,1.0,,779d50e4f
high,1,1,1,0,1.0,,ee93b2d47
medium,1,1,0,1,0.0,Size and breed not mentioned in description,8849d3fe9
high,1,1,0,0,1.0,,143d10038
high,1,1,1,0,1.0,,2d3d873be
high,1,1,0,0,1.0,No inconsistencies found.,092fa68bd
medium,1,0,0,0,1.0,Incorrect breed and color mentioned in description,a8a2aecc3
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,a1390d450
medium,1,1,1,0,1.0,Pet is not sterilized as per description.,42ea4ccd8
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,12dce436d
medium,1,0,0,0,1.0,Age stated as 5 months in structured data but mentioned as 4 months in description,5bd859977
medium,1,0,0,0,1.0,Stella' s size mentioned but not in tabular data,7df56218d
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,0ede86b28
medium,1,0,0,0,1.0,Age stated as less than a year in description but listed as 12 months,392caeaed
high,1,1,1,0,1.0,No inconsistencies found.,22a7a8a13
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,f904be121
medium,1,0,0,0,1.0,Health status differs from structured data,45af03266
high,1,Not specified in the data.,Not specified in the data.,0,1.0,,1ba488d80
high,1,0,0,0,1.0,Vaccination status not mentioned in description.,96cbe1e48
high,1,1,1,0,1.0,,79ad78fc4
medium,1,0,0,0,1.0,Age mentioned in description is different from structured data,a6239b2f3
high,1,0,0,0,1.0,,6da53f587
medium,1,1,1,0,1.0,Vaccination and deworming status unclear,c240d153f
high,1,1,1,1,0.0,,29b60faaa
medium,1,0,0,0,1.0,Pet not vaccinated or dewormed as per data,000a290e4
high,1,1,1,0,1.0,,f6575f08d
high,1,1,1,0,1.0,,67a68df4a
medium,1,1,1,0,1.0,Pet never been outdoors contradicts vaccination status,011a11cda
high,1,1,1,0,1.0,,2e1de0bba
medium,1,0,0,1,1.0,Limited exercise and no garden mentioned in description,0038c9343
medium,1,0,0,0,1.0,Vaccination status unclear,68046ca33
high,1,0,0,0,1.0,,18cd75354
high,1,1,1,0,1.0,,03e429963
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,15a06cb97
high,1,1,1,0,1.0,No inconsistencies found.,19f0ef706
medium,1,1,1,0,1.0,Age and maturity size not mentioned in tabular data,533c528ec
high,1,1,1,0,1.0,,07877aea7
high,1,1,1,0,1.0,,322b32801
medium,1,0,0,0,1.0,Mixed gender not reflected in structured data,f892c5908
high,1,1,1,0,1.0,,2a6884283
high,1,1,1,0,1.0,None,97a10da78
high,1,1,1,0,1.0,,f2f8667a2
medium,1,0,1,0,1.0,Vaccination and deworming status not mentioned in description,b1d288322
high,1,1,1,0,1.0,No inconsistencies found.,7ee6fe581
high,1,1,1,0,1.0,,9ba39bba6
medium,1,0,0,1,0.0,Vaccination status unclear,97b9ee40b
medium,1,0,0,0,1.0,Adoption fee mentioned but not in tabular data,4fcd7cfe0
high,1,1,1,0,1.0,,8528b3d49
high,1,0,0,1,1.0,,f6f2f9424
high,1,0,0,0,1.0,,8ac1e8eb6
high,1,1,1,0,1.0,,56e91b142
medium,1,1,1,0,1.0,Owner' s commitment to spaying not mentioned in structured data,8a04b2403
medium,1,1,1,0,1.0,Vaccination status unclear,ccdc0f862
medium,0,0,0,1,0.0,Age and breed information missing,aeffc6dfd
high,1,1,1,0,1.0,No deworming mentioned in tabular data.,0cc3e27b5
medium,1,0,1,0,1.0,Primary breed mismatch,c37b2e740
high,1,1,1,0,1.0,,169184766
medium,1,0,1,0,1.0,No space for kitties in apartment,792c38c44
high,1,1,0,0,1.0,,a0825ad18
medium,1,1,1,0,1.0,"Age discrepancy: description says 3 months old, data shows 7 months",eac15ca35
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,8ac51d5ce
high,1,1,1,0,1.0,,f8bf52aea
medium,1,0,0,0,1.0,"Color mismatch: description says gray, data shows cream.",442822be3
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,02d9e61ca
high,1,0,0,0,1.0,Vaccination status not mentioned in description.,5d55a0cb3
high,1,0,0,1,0.0,No inconsistencies found.,9f5636404
high,1,0,0,0,1.0,No inconsistencies found.,75fc7829e
medium,1,1,1,0,1.0,"Description suggests multiple dogs, but data shows only one dog.",1e7159da4
medium,1,0,0,0,1.0,Pet not sterilized yet,95af6f72b
medium,1,0,0,0,1.0,Description suggests living in a crowded area with limited food.,434a2904c
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,d0d9596e3
high,1,1,1,0,1.0,,7cd5e5195
high,1,1,1,0,1.0,,2fb24b53d
medium,1,0,0,0,1.0,Pet is not sterilized,b3580fea4
medium,1,0,0,0,1.0,Vaccination and deworming status not mentioned in description,737069cee
high,1,1,1,0,1.0,,1940b59e7
high,1,1,1,0,1.0,No inconsistencies found.,f69bd4b27
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,ff5ea4f84
medium,1,0,0,0,1.0,Vaccination status unclear,660cd67ed
low,1,0,0,0,1.0,Pet not sterilized as per data,cf162bb42
high,1,1,1,0,1.0,,386e1a0fd
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,155e1f0ca
medium,1,0,0,1,1.0,Vaccination status not mentioned in structured data,6dd6363f0
high,1,0,0,0,1.0,No inconsistencies found.,7a31d17c7
high,1,1,1,0,1.0,,5bd3c6eee
high,1,0,0,0,1.0,,861c903b6
high,1,0,0,0,1.0,,3cae1b9ae
high,1,1,0,1,0.0,,83b2d9103
high,1,0,0,0,1.0,None,8dd8a7b9e
medium,1,0,0,0,1.0,Secondary breed not specified,ba16888d7
medium,1,0,1,0,1.0,Stray behavior not mentioned in structured data,775da0afe
high,1,1,1,0,1.0,,7b6f894a1
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,728ed1c0e
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,e89b02af3
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,3f38aabf4
medium,1,0,0,0,1.0,Vaccination status unclear,fc93e5aa5
high,1,0,0,0,1.0,,bb2808ff8
medium,1,0,0,0,1.0,Secondary breed not provided,f7d93d4e8
high,1,1,1,0,1.0,,289d0bc8a
high,1,0,1,0,1.0,No inconsistencies found.,51d815775
high,1,1,1,0,1.0,,8335d65e0
medium,1,0,0,0,1.0,No deworming or sterilization mentioned in description,90ce48a71
medium,1,1,1,0,1.0,Health status differs between description and data,2e41f018c
high,1,1,1,0,1.0,,a8249d599
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,8d1dce21f
medium,1,1,1,0,1.0,Age not specified in tabular data,628a224b2
medium,1,1,1,0,1.0,Vaccination status not mentioned in structured data,02612ab95
high,1,1,1,0,1.0,,1303e86df
high,1,1,1,0,1.0,,4a5a02164
medium,1,1,1,0,1.0,Color does not match description,0cd8ca49f
high,1,1,1,0,1.0,No inconsistencies found.,752b2d9c5
high,1,0,0,0,1.0,,eb6bb82fd
high,1,1,0,0,1.0,No inconsistencies found.,9af3fec83
high,1,1,1,0,1.0,No inconsistencies found.,d9c151e72
medium,1,1,0,0,1.0,Vaccination and deworming status not mentioned in description.,4bd8b2b8d
high,1,0,0,0,1.0,,cc08b4198
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,7ebe13a93
medium,1,0,0,0,1.0,Age stated as 2 months in description but 1 month in data,0691034ac
high,1,1,1,0,1.0,No inconsistencies found.,8483b2161
high,1,1,0,0,1.0,No inconsistencies found.,90f1bb168
high,1,1,1,0,1.0,,0e6492f0d
medium,1,1,1,0,1.0,Vaccination and deworming status not mentioned in description,2e989d559
high,0,1,1,1,1.0,,e29ff1448
high,1,1,1,0,1.0,,c5ee96818
high,1,0,0,0,1.0,,f86b59db0
medium,1,0,0,0,1.0,Vaccination status not mentioned in structured data,9a7a6f554
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,813db4d5a
medium,1,0,0,0,1.0,Gender and color do not match structured data,756eaf5eb
medium,1,0,0,0,1.0,Vaccination status unclear,76a8ffac4
high,1,1,1,0,1.0,,6ff9b83f0
medium,1,0,0,0,1.0,Pet is not vaccinated or dewormed,3b901ae31
high,1,1,1,0,1.0,,9fc14401a
low,1,1,1,0,1.0,Description does not match structured data,a83683f66
high,1,1,1,0,1.0,,e0ee00f9a
high,1,1,1,0,1.0,No inconsistencies found.,c9c023b3e
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,e9e263ee2
medium,1,0,0,0,1.0,Age mentioned as 4 months in description but not listed in tabular data,13a563b84
high,1,1,1,0,1.0,,308a16b6e
medium,1,0,0,1,1.0,Vaccination status not mentioned in structured data,cc42556cb
high,1,1,1,0,1.0,No inconsistencies found.,42103b22e
high,1,0,0,0,1.0,,82f899eaf
high,1,0,0,0,1.0,None,48a3fe4ac
high,1,0,0,0,1.0,Sterilization status inconsistent with description,0ef640aaf
high,1,0,0,0,1.0,,a0bcee7e2
medium,1,0,1,1,1.0,Primary breed listed as Korean Short Hair but secondary breed nan,de2460808
high,1,0,0,0,1.0,,4e0a9cfec
medium,1,1,1,0,1.0,Inconsistency in breed data,1b6d1b049
medium,1,0,0,0,1.0,Health status mentioned as minor injury,d51de36a1
high,1,0,1,1,0.0,,79ef1fd27
medium,1,0,0,0,1.0,Pet not sterilized as per description,9a7474fd8
medium,1,1,1,0,1.0,Vaccination status unclear,b78b30c18
high,1,1,1,0,1.0,No inconsistencies found.,e470b6bd3
high,1,1,1,0,1.0,,111be067f
medium,1,1,1,0,1.0,Dewormed date not in tabular data,5bfbb098d
high,1,0,0,0,1.0,Deworming status not mentioned in description.,07bd5a7a9
medium,1,0,0,1,0.0,Age not mentioned in description,636389c7d
high,1,1,1,0,1.0,,375794bcb
high,1,0,0,0,1.0,,3013d9169
medium,1,0,0,0,1.0,"Color mismatch: description says white, data shows brown",3feae3fb7
medium,1,0,0,0,1.0,Age stated as 6 months but description mentions less than 6 months old.,01e4020da
high,1,0,1,1,1.0,,5301da118
medium,1,1,0,0,1.0,Vaccination status not mentioned in description,1929d8aea
high,1,0,0,0,1.0,,4a02b467d
high,1,0,0,0,1.0,,7930e4752
medium,1,0,0,0,1.0,Pet' s health status not mentioned in tabular data,531e56f63
medium,1,0,1,0,1.0,Vaccination status not mentioned in tabular data,767be5091
medium,1,0,0,0,1.0,Vaccination and deworming status not mentioned in description,2ab616a68
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,21415ffb9
high,1,1,1,0,1.0,No inconsistencies found.,07914c759
medium,1,0,0,0,1.0,Description suggests cat is not free due to dog interactions.,d4ec04b8e
medium,1,0,0,0,1.0,Age and health status not mentioned in description,d68357af5
medium,1,1,1,1,0.0,Description mentions foreigner owner with multiple cats.,63ba3f4a7
medium,1,0,0,0,1.0,Age in description is not mentioned,77c9c2e64
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,e16fc7feb
medium,1,1,1,0,1.0,Pet is not sterilized as per description.,212157776
high,1,0,0,0,1.0,No inconsistencies found.,5264d253b
medium,1,0,0,0,1.0,Secondary breed nan,1ed55129a
medium,1,0,0,0,1.0,Age and vaccination status not mentioned in description,79f8f767e
medium,1,0,0,0,1.0,Secondary breed and fur color not specified,5ef34251f
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,239c4b696
medium,1,0,0,0,1.0,Religious beliefs mentioned but not reflected in pet' s profile.,06ed12b93
high,1,0,0,0,1.0,,3cf0fcd34
medium,1,0,0,0,1.0,Pet not vaccinated or dewormed,e8a1f3d1b
high,1,0,0,0,1.0,Age mismatch with tabular data.,b6fbfa344
medium,1,0,0,0,1.0,Description does not mention pet' s behavior or temperament.,155126a9f
high,1,1,1,0,1.0,No inconsistencies found.,3eee4f608
high,1,1,1,0,1.0,,8106b5f6f
medium,1,0,0,0,1.0,Male cat described as female kitten,2275c7ba3
high,1,1,1,0,1.0,,f8204bf7c
high,0,1,1,1,0.0,,37fdaf339
medium,1,0,0,1,1.0,Vaccination status not mentioned in structured data,39818f12c
medium,1,0,0,0,1.0,Pet not sterilized as per description,121c5faca
medium,1,1,1,0,1.0,Age mismatch with maturity size,ccd36a0f2
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,e9cfb355a
medium,1,0,0,0,1.0,Description lacks details on behavior and health status.,fe09dbb56
medium,1,1,1,0,1.0,Age in description is 3-4 months old while structured data shows 4 months,c2fc23444
high,1,0,0,0,1.0,No inconsistencies found.,531452675
high,1,1,1,0,1.0,No inconsistencies found.,418e88441
medium,1,0,0,0,1.0,Incorrect number of puppies and breed information,49c5dbda7
high,1,1,1,0,1.0,,830b62870
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,b2936408d
high,1,1,1,0,1.0,,26161bad4
medium,1,0,0,0,1.0,No vaccination or deworming data provided,095de41ba
high,1,0,0,0,1.0,,020fbbc9d
medium,1,0,0,0,1.0,Pet' s sterilization status not confirmed in structured data.,49f06aa59
high,1,1,1,1,0.0,No inconsistencies found.,a3e32d538
medium,1,0,0,0,1.0,Only one male kitten mentioned in description but structured data shows only a single brown cat,edbe94a1b
medium,1,0,0,0,1.0,No information on pet' s behavior or interaction with children/other pets,2e116036a
medium,1,0,0,0,1.0,Age mentioned in description but not in structured data,2ffddd303
low,1,1,1,0,1.0,Description mentions running out of trash cans and energetic behavior.,9a8a8b6ea
high,1,0,0,1,0.0,No inconsistencies found.,21a56b530
high,1,1,1,0,1.0,,c50926700
high,1,1,0,0,1.0,,1dcd8bc8a
high,1,0,0,0,1.0,,2cd806c03
high,1,1,1,0,1.0,,794c57f72
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,a0b92d7a2
high,1,0,0,0,1.0,,47fc12331
high,1,1,1,0,1.0,,1d1c1d51d
high,1,1,1,0,1.0,No inconsistencies found.,fed21411c
high,1,1,1,1,1.0,,2b6fe231b
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,76301f924
medium,1,0,0,0,1.0,Health status not matching description,0cda0894a
high,1,1,1,0,1.0,,cc261e309
medium,1,0,0,0,1.0,No vaccination or deworming information provided,27177be26
high,1,1,1,0,1.0,,a39034cfc
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,00be0a63e
high,0,0,1,1,1.0,None,8673a672d
high,1,1,1,1,1.0,,6154a6716
medium,1,0,0,0,1.0,Age mismatch,9e1caf559
high,1,0,0,0,1.0,,aa1cf9c0c
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,bce56e27b
medium,1,0,0,0,1.0,Vaccination status unclear,637e741e8
medium,1,0,0,0,1.0,Fur length stated as short in data but described as long in text.,10fa4505d
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,b3995ad50
high,1,0,0,0,1.0,No inconsistencies found.,056bb97e4
high,1,1,1,0,1.0,,c0574c31a
medium,1,0,0,1,1.0,Vaccination status unclear in description,7bc54baef
high,1,0,0,1,1.0,None,ebd3ef2f9
high,1,1,1,0,1.0,No inconsistencies found.,b181fa99a
medium,1,0,1,0,1.0,Age and number of kittens inconsistent with description,3da55a076
high,1,1,1,0,1.0,,24890da9b
medium,1,0,1,0,1.0,Age mismatch with structured data,42e9334f2
medium,1,0,0,0,1.0,Vaccination status not mentioned in description.,72f092b4b
medium,1,0,0,0,1.0,Vaccination status inconsistent with structured data,91328d9f8
high,1,0,0,0,1.0,None,38ed119b6
high,0,0,1,1,1.0,None,32f29129c
medium,1,0,0,1,1.0,Vaccination status not mentioned in structured data,577c72b39
medium,1,0,1,0,1.0,Pet profile mentions puppies but structured data shows only one dog,d6e6e7d6c
medium,1,0,0,0,1.0,Vaccination status not clear,8f5d6ee4f
high,1,0,0,0,1.0,,4652decf5
medium,1,0,0,0,1.0,Pet is not vaccinated or dewormed,85e72abd0
high,0,0,0,1,0.0,,b278cd182
medium,1,0,0,0,1.0,Age mismatch,f618c35b8
medium,1,1,1,0,1.0,Pet is not vaccinated or dewormed.,f5fc7d4a5
medium,1,1,1,0,1.0,Vaccination and deworming status unclear,9b9873716
high,1,1,1,0,1.0,,4b29bbd04
high,1,1,1,0,1.0,No inconsistencies found.,52ed9719f
high,1,1,0,0,1.0,,e7c1eb9ec
high,1,0,0,0,1.0,No inconsistencies found.,331476348
high,1,1,0,0,1.0,No inconsistencies found.,abadb839a
medium,1,0,0,0,1.0,Description suggests outdoor exploration; tabular data indicates indoor lifestyle.,010a59236
low,1,0,0,0,1.0,Age and health details do not match description,3aa622eed
medium,1,0,0,0,1.0,Vaccination and deworming status not mentioned in description,e899d33d5
high,1,1,1,0,1.0,,0497c5ed8
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,cccbf8c47
high,1,1,1,0,1.0,No inconsistencies found.,31081d71d
medium,1,0,0,0,1.0,Color mismatch between description and data,c5aeec694
medium,1,0,0,0,1.0,Vaccination and sterilization status unclear,f231e1f78
medium,1,0,0,0,1.0,Vaccination status unknown,1ce065496
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,8a3bb842e
medium,1,0,0,0,1.0,No deworming or sterilization mentioned in description,af317c330
high,1,1,1,0,1.0,,fe16bb525
high,1,1,1,0,1.0,None,a64d70c84
medium,1,0,0,0,1.0,Pet not sterilized as per description,8009b7ac8
medium,1,0,0,0,1.0,Owner neglected pet; health status unclear,fe2209833
high,1,1,1,0,1.0,,a6fe8b174
medium,1,1,1,0,1.0,Color and fur length do not match description,4f412d0fc
high,1,1,1,0,1.0,,67ef0c9a6
medium,1,0,0,0,1.0,Pet is not vaccinated or dewormed,6e642352c
medium,1,0,0,0,1.0,Pet not vaccinated or dewormed,732a2ed35
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,372d1784a
high,1,0,0,0,1.0,,dd9ee4a38
medium,1,0,1,0,1.0,Vaccination and deworming status not mentioned in description,56cba1beb
high,1,0,0,0,1.0,No inconsistencies found.,7f5cb9583
high,1,1,1,0,1.0,No inconsistencies found.,1539be087
medium,0,0,0,1,0.0,Pet is not vaccinated or dewormed,6d87736bc
low,1,0,0,0,1.0,"Age mismatch, vaccination status not mentioned in description",b12e22341
medium,1,0,0,1,1.0,Pet is not vaccinated yet,36f3f7027
high,1,1,1,0,1.0,,69b79d62d
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,74e81519b
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,9115f86cb
high,1,1,1,0,1.0,No inconsistencies found.,66b206dbe
medium,1,1,1,0,1.0,Pet profile suggests outdoor activity but is a small breed.,b59e875ed
medium,1,0,1,0,1.0,Vaccination status not mentioned in structured data,63f28922e
high,1,1,1,0,1.0,,a45142177
medium,1,0,0,1,1.0,"Mention of kittens being adopted, but no adopter found.",46feadc45
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,b84058aa2
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,5096467b6
medium,1,0,0,0,1.0,Pet is not vaccinated or dewormed,18dab2783
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,f45171393
high,1,0,0,0,1.0,,1d90e5473
medium,1,0,0,0,1.0,No mum for siblings mentioned in data,0e83fbe2a
medium,1,1,1,0,1.0,Vaccination status not mentioned in description,ae14a91dc
high,1,0,0,1,0.0,,b672b7465
high,1,1,1,0,1.0,,80bf7a371
medium,1,1,1,0,1.0,Vaccination status unclear,ef8ddd70b
high,1,1,1,0,1.0,,859b2a95b
high,1,1,1,0,1.0,,97dc40c6f
medium,1,1,1,0,1.0,"Color mismatch: description says greyish n white, data shows black",35178a75a
medium,1,0,0,0,1.0,Vaccination and deworming status unclear,553164b93
low,1,1,1,0,1.0,Cage and litter box mentioned for adoption package,7d1ff4264
medium,1,1,1,0,1.0,Age and size not mentioned in tabular data,39ec77c60
high,1,1,1,0,1.0,,66eb1d49b
high,1,1,1,0,1.0,,7988bce47
high,1,0,0,0,1.0,No inconsistencies found.,cb295209a
high,1,0,0,1,1.0,No inconsistencies found.,4a311c6dc
high,1,1,1,0,1.0,,f03ea3fd5
high,1,0,1,0,1.0,No inconsistencies found.,36ea16468
high,1,0,0,0,1.0,No inconsistencies found.,8755daaed
medium,1,0,0,0,1.0,Mixed gender and no mention of other pets at home,09f514bd9
high,1,0,1,0,1.0,,36bec0c95
high,1,0,1,0,1.0,,eb77ec282
medium,1,0,0,0,1.0,Description incoherent with tabular data,3968d52d9
medium,1,0,0,0,1.0,Description mentions kittens but data shows only one cat,c07d6061c
high,1,0,0,1,1.0,,e11e6cf89
medium,1,1,1,0,1.0,Vaccination status unclear,b48d47214
high,1,1,1,0,1.0,,1f983f20b
high,1,1,0,0,1.0,,b3ff03304
high,1,0,1,0,1.0,,e2334b5d7
medium,1,1,1,0,1.0,"Age discrepancy: description says 2 months old, data shows 4 months",a6231927c
medium,1,0,0,0,1.0,Health status contradicts description of healthy pet.,3f7ef9681
high,1,1,1,0,1.0,,466862270
medium,1,0,0,0,1.0,Vaccination status not mentioned in description,e01638894
medium,1,0,0,0,1.0,Mixed gender breed not mentioned in structured data,2b55fbaee
high,1,1,1,0,1.0,,de0f0272c
medium,1,0,0,0,1.0,Age and deworming status not mentioned in structured data,c994bc1b2
medium,1,0,0,0,1.0,"Description suggests a bear, not a dog.",d3a4afef1
